GB	Caste
GB55501	NA
GB55502	NA
GB55503	NA
GB55504	NA
GB55505	NA
GB55506	NA
GB55507	NA
GB55508	NA
GB55509	NA
GB55510	NA
GB55511	NA
GB55512	NA
GB55513	NA
GB55514	NA
GB55515	NDEG
GB55516	NA
GB55517	NA
GB55518	NA
GB55519	NA
GB55520	NA
GB55521	NA
GB55522	NA
GB55523	NA
GB55525	NA
GB55526	NA
GB55527	NA
GB55528	NDEG
GB55529	NA
GB55530	NA
GB55531	NA
GB55532	NA
GB55533	NDEG
GB55535	NA
GB55536	NA
GB55537	Q
GB55538	NA
GB55539	NA
GB55540	NA
GB55541	NA
GB55542	NA
GB55544	NDEG
GB55545	NA
GB55546	NA
GB55547	NA
GB55549	NA
GB55550	NA
GB55551	NA
GB55552	NA
GB55553	NA
GB55554	NA
GB55555	NA
GB55556	NA
GB55557	NA
GB55558	NA
GB55559	NDEG
GB55560	NA
GB55562	NA
GB55563	NA
GB55564	NA
GB55565	NA
GB55566	NA
GB55567	NA
GB55568	NDEG
GB55569	NA
GB55570	NDEG
GB55571	NA
GB55572	NA
GB55573	NA
GB55574	NA
GB55575	NA
GB55576	NA
GB55577	NA
GB55578	NA
GB55579	NA
GB55581	W
GB55583	NA
GB55584	NA
GB55585	NA
GB55586	NA
GB55587	NA
GB55588	NA
GB55589	NA
GB55590	NA
GB55591	NDEG
GB55592	NA
GB55593	NA
GB55594	NA
GB55595	NA
GB55596	NA
GB55597	NA
GB55598	NA
GB55599	NA
GB55600	NA
GB55601	NA
GB55602	NDEG
GB55603	NA
GB55604	NA
GB55605	NA
GB55606	NA
GB55608	NA
GB55610	NDEG
GB55611	NA
GB55612	NDEG
GB55613	NA
GB55614	NA
GB55615	NDEG
GB55617	NDEG
GB55618	NA
GB55619	NA
GB55621	NA
GB55622	NA
GB55623	NA
GB55624	NA
GB55625	NA
GB55626	NA
GB55627	NA
GB55628	NA
GB55629	NA
GB55630	NA
GB55631	NA
GB55632	NA
GB55633	NA
GB55634	NA
GB55635	NA
GB55638	NDEG
GB55639	NDEG
GB55640	NA
GB55641	NA
GB55642	NA
GB55643	NDEG
GB55644	NA
GB55645	NA
GB55646	NA
GB55647	NA
GB55648	NA
GB55650	W
GB55651	NA
GB55652	NA
GB55653	NA
GB55654	NA
GB55656	NA
GB55657	NA
GB55658	NA
GB55659	NA
GB55660	NA
GB55661	NA
GB55662	NA
GB55663	NA
GB55664	NDEG
GB55665	NDEG
GB55666	NA
GB55667	NA
GB55668	NA
GB55669	W
GB55670	NA
GB55675	NA
GB55676	NA
GB55677	NA
GB55678	NA
GB55679	NDEG
GB55680	NA
GB55681	NA
GB55682	NA
GB55684	NDEG
GB55685	NA
GB55689	NA
GB55690	NA
GB55691	NA
GB55692	NDEG
GB55693	Q
GB55698	NA
GB55700	NA
GB55701	NDEG
GB55703	NA
GB55704	NA
GB55705	NDEG
GB55706	NDEG
GB55707	NA
GB55708	NDEG
GB55709	NA
GB55710	NA
GB55711	NA
GB55712	NA
GB55713	NA
GB55714	NA
GB55715	NA
GB55716	NA
GB55717	NA
GB55718	NA
GB55719	NA
GB55722	NA
GB55723	NA
GB55724	NA
GB55725	NA
GB55726	NA
GB55727	NA
GB55729	NDEG
GB55730	NA
GB55732	NA
GB55733	NA
GB55741	NA
GB55742	NA
GB55743	NA
GB55744	NA
GB55746	NDEG
GB55747	NA
GB55748	NA
GB55749	NA
GB55750	NA
GB55751	NDEG
GB55752	NA
GB55753	NDEG
GB55755	NA
GB55756	NA
GB55757	NA
GB55758	NA
GB55760	NA
GB55761	NA
GB55764	NA
GB55765	NDEG
GB55766	NA
GB55767	NA
GB55768	NA
GB55769	NA
GB55770	NA
GB55771	NA
GB55772	NA
GB55773	NA
GB55774	NA
GB55775	NA
GB55776	NA
GB55777	NA
GB55778	NA
GB55779	NA
GB55781	NA
GB55782	NA
GB55783	NA
GB55784	NA
GB55786	NA
GB55787	NA
GB55788	NA
GB55790	NA
GB55791	NA
GB55793	NA
GB55794	NA
GB55795	NA
GB55797	NA
GB55798	NA
GB55799	NA
GB55800	NA
GB55801	NA
GB55802	NA
GB55803	NA
GB55804	NA
GB55805	NA
GB55808	NA
GB55809	NA
GB55810	NA
GB55811	NA
GB55812	NA
GB55814	NA
GB55815	NA
GB55816	NA
GB55817	NA
GB55818	NA
GB55819	NA
GB55820	NA
GB55822	NA
GB55823	NA
GB55824	NDEG
GB55825	NA
GB55826	NA
GB55828	NA
GB55829	NA
GB55830	NA
GB55831	NA
GB55832	NA
GB55834	NA
GB55835	NA
GB55837	NA
GB55840	NA
GB55841	NA
GB55842	NA
GB55843	NA
GB55844	NA
GB55846	NA
GB55847	NDEG
GB55848	NA
GB55849	NA
GB55851	NA
GB55853	NA
GB55854	NA
GB55855	NA
GB55856	NA
GB55858	NA
GB55860	NA
GB55864	NA
GB55866	NA
GB55867	NA
GB55870	NA
GB55871	NA
GB55872	NA
GB55873	NDEG
GB55875	NA
GB55877	NA
GB55881	NA
GB55882	NA
GB55885	NA
GB55887	NA
GB55888	NA
GB55889	NA
GB55891	NA
GB55892	NA
GB55893	NA
GB55895	NA
GB55896	NA
GB55897	NDEG
GB55898	NA
GB55900	NA
GB55901	NA
GB55902	NDEG
GB55904	NA
GB55906	NA
GB55908	NA
GB55909	NA
GB55910	NA
GB55911	NA
GB55912	NA
GB55913	NA
GB55914	NA
GB55915	NA
GB55916	NA
GB55917	NA
GB55918	NA
GB55919	NDEG
GB55920	NA
GB55921	NDEG
GB55923	NA
GB55924	NA
GB55925	NA
GB55926	NA
GB55927	NA
GB55929	NDEG
GB55930	NA
GB55931	NA
GB55932	NA
GB55933	NA
GB55934	NA
GB55936	NA
GB55937	NA
GB55939	NA
GB55940	NA
GB55941	NDEG
GB55942	NA
GB55943	NA
GB55944	NA
GB55945	NA
GB55946	NA
GB55947	NA
GB55948	NA
GB55949	NA
GB55950	NA
GB55958	NA
GB55959	NA
GB55960	NA
GB55961	NA
GB55962	NA
GB55963	NA
GB55964	NA
GB55965	NA
GB55966	NA
GB55967	NA
GB55968	NA
GB55969	NA
GB55970	NDEG
GB55971	NA
GB55972	NA
GB55973	NDEG
GB55974	NA
GB55975	NDEG
GB55976	NA
GB55977	NA
GB55978	NA
GB55979	NA
GB55983	NA
GB55984	NA
GB55985	NA
GB55986	NA
GB55987	NDEG
GB55988	NA
GB55989	NA
GB55994	NA
GB55995	NA
GB55996	NA
GB55997	NDEG
GB55998	NA
GB55999	NA
GB56001	NA
GB56003	NA
GB56004	NDEG
GB56005	NA
GB56006	NA
GB56008	NA
GB56009	NA
GB56010	NA
GB56012	NA
GB56013	NA
GB56014	NA
GB56016	NA
GB56017	NA
GB56018	NDEG
GB56021	NA
GB56023	NA
GB56025	NA
GB56026	NA
GB56027	NA
GB56028	NA
GB56029	NA
GB56030	NA
GB56032	NA
GB56033	NA
GB56034	NDEG
GB56035	NA
GB56036	NA
